tweet_id,text,user_id,username,user_name,user_bio,followers_count,user_location,statuses_count,profile_url,created_at,retweet_count,favorite_count,reply_count,is_reply,tweet_url,search_phrase,matched_phrase,matched_keyword,match_distance,diagnosis,medications_found
1972961788367925504,"❓ قايز انا فيني اكتئاب و ابكي على أشياء اتخيلها(مو حقيقية)،كيف اقدر اتعايش مع هالشي و انا ادرس بالجامعة ،احتاج مجربين🥺
💬 - #tellonym  https://t.co/OweafLPh91",1547074830469632000,CC_6655,أسد الشدادية .,حساب جامعي يهدف إلى مساعدة الجميع ، جميع الكليات ، اوجه الطلبة للطريق الصحيح | للدعاية والاعلان : 94172900,31880,Snap : cc_66555,348472,https://twitter.com/CC_6655,Tue Sep 30 09:48:40 +0000 2025,0,2,3,False,https://twitter.com/CC_6655/status/1972961788367925504,"""أتعايش مع أكتئاب""",فيني,اكتئاب,1,depression,
1899204600760008753,@abonadim1st @moiegy @CabinetEgy @AlsisiOfficial أنا بدأت أكره مصر عشان أقدر أتعايش مع كم القذارة والعماله والخيانة اللي عملها رئيس مصر وجيشها وشرطتها أقسم بالله فاضلي تكة وأتمني تتطربق ع دماغهم عشان أشوف فيهم يوم السيسي وكل اللي كان ليه عون صحتي ما عادتش تتحمل حب البلد وانا شايف قادتها بيعملوا فيها كدة! بقي عندي إكتئاب مزمن🥲 https://t.co/HqXJqzEFvr,251377455,Gabarti,7stars ☆☆☆☆☆☆☆,صوت شعب ماشي ألاف السنين - كل خطوة منه بكفاح ملايين,267,,11749,https://twitter.com/Gabarti,Mon Mar 10 21:03:56 +0000 2025,0,0,0,False,https://twitter.com/Gabarti/status/1899204600760008753,"""أتعايش مع أكتئاب""",عندي,إكتئاب,1,depression,
1878128839777300677,قدرت أتعايش مع كلشي بالحياة الا مع اكتئاب يوم السبت,1246540974219833348,fe_br_ua_ry,10:10,10:10_February_,39,,3235,https://twitter.com/fe_br_ua_ry,Sat Jan 11 17:16:24 +0000 2025,0,1,0,False,https://twitter.com/fe_br_ua_ry/status/1878128839777300677,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,21,depression,
1860245839337197943,"سنة وشهر نزوح ماعرفتش أعمل فيهم أي علاقة ولا تعرفت على ناس جديدة!
حياتي واقفة من كل النواحي ومش قادرة اتأقلم ولا أتقبَّل ولا أتعايش مع الوضع!
اكتئاب مسيطر عليا وغضب متملكني، بحس بخنقة لما أمشي بالشارع وبرجع مكتئبة أكثر ❤️‍🩹
ملامحي كبرت مليون سنة وانطفيت، لا حاسة بفرح ولا بنتفة رضا.",1228082347981012993,AbeerMabhouh,Abeer mab🇵🇸🌏,"‏‏‏‏‏لا تحاول إسعادي كن شيٱ لا يؤديني فقط ⁦...💫💛

كوردة صفراء ، تشبة الشمس 💛
فلسطينية ي خال ⁦🇵🇸⁩",314,,1000,https://twitter.com/AbeerMabhouh,Sat Nov 23 08:55:44 +0000 2024,0,0,0,False,https://twitter.com/AbeerMabhouh/status/1860245839337197943,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,8,depression,
1860028679537189373,"سنة وشهر نزوح ماعرفتش أعمل فيهم أي علاقة ولا تعرفت على ناس جديدة!
حياتي واقفة من كل النواحي ومش قادرة اتأقلم ولا أتقبَّل ولا أتعايش مع الوضع!
اكتئاب مسيطر عليا وغضب متملكني، بحس بخنقة لما أمشي بالشارع وبرجع مكتئبة أكثر ❤️‍🩹
ملامحي كبرت مليون سنة وانطفيت، لا حاسة بفرح ولا بنتفة رضا.",1766521397797347328,ShaimaMuneer,Shaima Muneer 🍃,هَذا الوقت سوف يمضِي...,1372,gaza,11221,https://twitter.com/ShaimaMuneer,Fri Nov 22 18:32:49 +0000 2024,9,99,30,False,https://twitter.com/ShaimaMuneer/status/1860028679537189373,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,8,depression,
1843976414988734924,"@1iTeacher أنا من حزب الصيف بالعاده يكون عندي شعور مقاومه وأنزعاج 
ومن قريب حاولت أتعايش مع اكتئاب فصول السنه بالتسليم والقبول ولاحظت هالفتره تمر بسهوله ولطف
عموماً جهزت فروه _ عبايتين مخمل _ سله تنسيقات من شي ان  وألعاب ورقيه لليل الطويل _ وسله مكملات وعسل للمناعه من ايهيرب",1402141744569987074,rancy333,RANCY,كن أفضل نسخة من نفسك 🪄 https://t.co/v47BgwlhVV,14745,Abha,21790,https://twitter.com/rancy333,Wed Oct 09 11:26:51 +0000 2024,1,2,2,False,https://twitter.com/rancy333/status/1843976414988734924,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,1,depression,
1803903921766772848,قبل كنت احسب فيني اكتئاب او فيني بلاء لاني فجأه يضيق صدري ولا اصيح بدون سبب وايام اصيح لين انام وغيرت اشياء كثير بحياتي ولا تغير شيء بعدين اكتشفت انها هرومونات ومافيني الا العافية وصرت اتعايش مع الموضوع 🤝🏻🤝🏻,1563749352392331270,lmyase,Rina,everything...,10,🪐,650,https://twitter.com/lmyase,Thu Jun 20 21:33:04 +0000 2024,0,0,0,False,https://twitter.com/lmyase/status/1803903921766772848,"""أتعايش مع أكتئاب""",فيني,اكتئاب,1,depression,
1803544043118637235,"جماعة وبجد اقسم بالله
انا جالي اكتئاب من الصيف ومن محبي الصيف 
خلاص مبقتش قادر اتعايش مع الأجواء دي",1712947180116299777,asemsalem01,Asem🇦🇹مزاجنجي,"شيخ العرب...
انا لست الشاعر ولا الجمهور 
انا القصيدة التي تلقي
لذلك تأمل من بعيد ..قربي يكلف الكثير 

 ❤️Zamalek🇦🇹...Barcelona🇪🇸🇦🇷",3940,,50667,https://twitter.com/asemsalem01,Wed Jun 19 21:43:02 +0000 2024,0,10,10,False,https://twitter.com/asemsalem01/status/1803544043118637235,"""أتعايش مع أكتئاب""",جالي,اكتئاب,1,depression,
1756646834691244411,@diamond_bird1 تبين الصدق ؟ لا ، ما فيني اتعايش مع دبل اكتئاب 🦦😂 .,1692191231567147008,imalukygirl777,🦢 .,( ٱمـنة مُـطمئنة يـأتيها رِزقُـها رَغـدًا مِـن كُـل مَـكان) .,12,,6880,https://twitter.com/imalukygirl777,Sun Feb 11 11:50:16 +0000 2024,0,0,0,False,https://twitter.com/imalukygirl777/status/1756646834691244411,"""أتعايش مع أكتئاب""",فيني,اكتئاب,15,depression,
1744878157327479161,"أنا بقالي أكتر من ٤ سنين عندي اكتئاب و حياتي واقفة مكانها تماماً من ساعتها متحركتش و مش عارف أخد خطوة واحد بس لقدام ومش عارف إزاي أخفف ع نفسي ولا عارف أتعايش مع البشر وكل يوم بحس الموضوع بيزيد أكتر 
أنا ٤ سنين مفيش يوم دقت فيه طعم الفرحة مهما حاولت أبين العكس للي حواليا",1010698274070724609,mts_687,مديح البلبوصي,الزمالك ♥️,47,"Cairo, Egypt",756,https://twitter.com/mts_687,Wed Jan 10 00:25:45 +0000 2024,0,0,1,False,https://twitter.com/mts_687/status/1744878157327479161,"""أتعايش مع أكتئاب""",عندي,اكتئاب,1,depression,
1730037928917668124,"متى راح اتعايش مع هالخبر ويصير عادي !! 
ولا احس ب اكتئاب وضيقه وغصه بس اسمعه",1011075756754198529,lujuiiv,َ,,1682,,47888,https://twitter.com/lujuiiv,Thu Nov 30 01:35:59 +0000 2023,0,0,0,False,https://twitter.com/lujuiiv/status/1730037928917668124,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,33,depression,
1678714637385121793,@S_Amer يعني يا سلومة موضوع التعامل مع الاكتئاب ده إنه شيء بيصيب الناس الرومانسية الحالمة الرقيقة والكلام ده مش باستحمله، أنا باشوف المرض النفسي هو مرض، ينفع نتعالج منه ومش معنى انه عندي اكتئاب او اي اضطراب تاني اني شخص رومانسي حالم! ده معناه اني شخص عيان محتاج اتعالج وينفع اتعايش معه!,1109462039586590721,NaqqashSalma,salma.naqqash,"A humorous, cynical feminist who loves cats and dogs with an unapologetic love for culinary pleasures.",495,,2118,https://twitter.com/NaqqashSalma,Tue Jul 11 10:35:33 +0000 2023,0,0,1,False,https://twitter.com/NaqqashSalma/status/1678714637385121793,"""أتعايش مع أكتئاب""",عندي,اكتئاب,1,depression,
1649390564557684736,@oaljama للأمانة كنت خايف يكون عيد متكرر ولكن كان عيد جدآ أليم بفضل الله ومن قوة العيد والله ماقدرت أدخل في الغيبوبه الجماعية وإني سأكمل إلى العشاء وبنام إن شاء الله علمآ عندي إكتئاب مقاوم بس مع العلاج الحمدلله أصبحت أتعايش ومع القناعات أصبحت أكثر قناعة بالحياة 😚,2151981856,AMmpju,محمد,ماء بارد,4,أبها المملكة العربية السعودية ,1978,https://twitter.com/AMmpju,Fri Apr 21 12:32:09 +0000 2023,0,0,1,False,https://twitter.com/AMmpju/status/1649390564557684736,"""أتعايش مع أكتئاب""",عندي,إكتئاب,1,depression,
1626678006348382208,عندي اكتئاب من شهر ٥ سنة ٢٠٢١ ولسا بكابر وبحاول اتعايش مع هالمرض😭💔,1413600220575944710,zahraa_khaled05,فاطِمة الزهراء,اللهم ارحم أبي واغفر له واجعله من أهل الجنة🤍,2290,"27,027",19252,https://twitter.com/zahraa_khaled05,Fri Feb 17 20:20:33 +0000 2023,0,3,0,False,https://twitter.com/zahraa_khaled05/status/1626678006348382208,"""أتعايش مع أكتئاب""",عندي,اكتئاب,1,depression,
1617933167389990912,انا لو اتعايش مع نفسي انها مو دوره ولا اكتئاب شتاء ولا نقص فيتامين د وان ذي اخلاقي ونفسيتي كان انحلت مشاكلي بس ماودي اقتنع,1512102426194714626,Litbysun,wearefloatinginspace,😀😃😄😁,1359,,21653,https://twitter.com/Litbysun,Tue Jan 24 17:11:41 +0000 2023,1,10,2,False,https://twitter.com/Litbysun/status/1617933167389990912,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,23,depression,
1604509454548045824,طب كاس العالم يكمل لحد ما أولد طيب عشان أتعايش مع اكتئاب الحمل شوية🥺,416511137,RowaidaSamy,رويدا,"رويدك يا نفس لا تجزعي....فعهدي بك الحرة الباسلة.
أم ليلى👼",695,"Egypt,Alexandria",42340,https://twitter.com/RowaidaSamy,Sun Dec 18 16:10:38 +0000 2022,0,1,1,False,https://twitter.com/RowaidaSamy/status/1604509454548045824,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,1,depression,
1571635674859569152,وتجه نفسك بكل حاجه حصلتلك و قول تب انا كنت استاهل كل دا ؟ طيب حتي لو استاهل ليه دا يحصل من اقرب ناس لينا ؟ اسأل نفسك و لاقي جواب ل سؤالك علشان جواك يرتاح متستناش الاجابه من ناس هي السبب ف وجعك ، اتعايش مع الألم ادخل ف مود اكتئاب ميعديش دقايق ⬇️,980178274339913728,xuser12445555,.,,1484,,2242,https://twitter.com/xuser12445555,Sun Sep 18 23:01:59 +0000 2022,0,5,0,False,https://twitter.com/xuser12445555/status/1571635674859569152,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,18,depression,
1559912540766871553,مابعرف بس اتخرج كيف رح اتعايش مع اكتئاب التخرج,349505898,lollipopjuda,🌟,you do you boo.,397,,81642,https://twitter.com/lollipopjuda,Wed Aug 17 14:38:26 +0000 2022,0,1,1,False,https://twitter.com/lollipopjuda/status/1559912540766871553,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,1,depression,
1472282719602319369,كيف اتعايش مع اكتئاب الفاينل 💔,1207996985518764032,__al48,Sarah,,146,,134,https://twitter.com/__al48,Sat Dec 18 19:08:48 +0000 2021,0,1,0,False,https://twitter.com/__al48/status/1472282719602319369,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,1,depression,
1470759098153148429,حتي المهم ان بعد كل ده انا مش بلوم حد غير نفسي علشان انا الكنت بقطع مع الناس لمجرد اني مش عارفه اتعايش مع فتره اكتئاب و انزل و ابا مبسوطه و بهزار زي العادي و كام ردي علي نفسي ان الاكتئاب فتره و هتعدي بس للاسف أكتشفت متاخر ىْيك انه مرض و مش سهل التعامل بي و مش الحل اني قطع نفسي,1469104615220297732,dontfindmeh14,sv,موسي سام ده راجل جدع 👍,98,,1926,https://twitter.com/dontfindmeh14,Tue Dec 14 14:14:29 +0000 2021,0,0,1,False,https://twitter.com/dontfindmeh14/status/1470759098153148429,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,6,depression,
1416131721444175872,قاعدة أحاول أتعايش مع اكتئاب الويكند، لأن خلاص أتوقع ماله حل,1118118195771117570,b__herself,بتول,The girl who lives in delusion,148,Kuwait,6703,https://twitter.com/b__herself,Fri Jul 16 20:24:47 +0000 2021,0,0,0,False,https://twitter.com/b__herself/status/1416131721444175872,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,1,depression,
1275696630776422402,@2050Ki حاول اتعايش مع الوضع عشان مايجيك اكتئاب 😂,3381563668,monzer_pro,منذر محمود,"✨ يَجِبُ أنْ تَكونَ مِقياسًا لِلجَودةِ، وَلَا تَقبَلَ إلَّا بِالشَّيءِ المُميَّزِ! 💎

»» بكتب عن التكنولوجيا 💻، البزنس 💰، وتطوير الذات ✨.

زكاة العلم نشره 💡",212,→عاوز تشتغل اونلاين تعال,798,https://twitter.com/monzer_pro,Wed Jun 24 07:45:52 +0000 2020,0,0,0,False,https://twitter.com/monzer_pro/status/1275696630776422402,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,19,depression,
1268209242433097730,"اعتقد ان عندي اكتئاب وقلق
احاول اتعايش مع هذي المشاعر.",1267959976343023621,Heme79910825,هند,"""فيهنّ هندٌ، وهندٌ لا شبيهَ لها"" نسويه . أم. زوجه.",18,,314,https://twitter.com/Heme79910825,Wed Jun 03 15:53:40 +0000 2020,0,0,1,False,https://twitter.com/Heme79910825/status/1268209242433097730,"""أتعايش مع أكتئاب""",عندي,اكتئاب,1,depression,
1261123623743602693,أنا لازم أتعلم الإسقاط النجمي ، لاازم أطلق العنان لرووحي لأني معرف أتعايش مع الحجر و الكتمه والحبسه بيجيني اكتئاب💔.,2186062563,fa94lk,Ghadah Alarjan✨💙,Different ♐️.,2348,سبحان الله وبحمده 💙💤,9304,https://twitter.com/fa94lk,Fri May 15 02:37:57 +0000 2020,0,8,1,False,https://twitter.com/fa94lk/status/1261123623743602693,"""أتعايش مع أكتئاب""",أتعايش مع,اكتئاب,31,depression,
1238614345296285697,انا خايفه جدا من فكره اني اتعايش مع اكتئاب الايام واصير طول ما انا عايشششه مكتئبه.,1003105413632610304,_rit5,𝐑𝐢𝐭𝐚𝐧,,2014,,5087,https://twitter.com/_rit5,Fri Mar 13 23:54:06 +0000 2020,0,12,0,False,https://twitter.com/_rit5/status/1238614345296285697,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,1,depression,
1220886214477336576,"@iM2rrx احسدك لأنك تجي قبل الدوام بليله وعادي عندك 😥
انا لو مسافر وبرجع للدوام لازم ارجع قبل الدوام بكم يوم عشان اتعايش مع القرف قبل انصدم و ادخل اكتئاب",2890196924,wilix8,.وليد,,216,,1784,https://twitter.com/wilix8,Sat Jan 25 01:48:51 +0000 2020,0,0,1,False,https://twitter.com/wilix8/status/1220886214477336576,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,24,depression,
1113892666683604992,@hfc_bar9 هههههههههههههههههههههههههههههههههههههههههههههههههههههه من جد والله بس مجرد التفكير أني أتعايش مع الوضع جاني إكتئاب,2453081206,lui_055,lui,,36,,2929,https://twitter.com/lui_055,Thu Apr 04 19:54:41 +0000 2019,0,0,0,False,https://twitter.com/lui_055/status/1113892666683604992,"""أتعايش مع أكتئاب""",أتعايش مع,إكتئاب,12,depression,
1102309567789187072,"اللى عرفه ان الاكتئاب عامل زي مرض السكر .. مفيش حاجة اسمها انى اخف منه
لكن اقدر اتعايش معاه واحاول ألجمه 
ادوية اكتئاب بدون ما احاول اغير طريقة تعاملى مع الوسط اللي عايش فيه وهو من المسببات الرئيسية للاكتئاب هتبقي مالهاش لازمة !
الادوية لها دور مهم لكن مش الدور الوحيد.",260969284,minaadelg,mina,,405,منطقة رمادية,17078,https://twitter.com/minaadelg,Sun Mar 03 20:47:35 +0000 2019,0,0,1,False,https://twitter.com/minaadelg/status/1102309567789187072,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,23,depression,
1096005623446147077,"انا عمري ف حياتي ماعرفت يعني ايه اكتئاب بالمعنى الحقيقي له مش مجرد الحزن ..
تصادف ف حياتي ان الفترة دي اتعايش مع شخصين عندهم اكتئاب حقيقي .. وفعلا الوصف دا وصف دقيق والشعور بالاكتئاب الفعلي شعور قاسي جدا جدا اكتر مما كنت اتخيل .. 
ربنا يعافي كل شخص مكتئب ويرزقه السند اللي يقويه",2866432814,mshmsh1996,Hodaaah🧜🏻‍♀️,تآآه وِسط البِيوت .. والذكرىَ مش بتموت 🎶🍂,827,LaLa Land,12497,https://twitter.com/mshmsh1996,Thu Feb 14 11:17:58 +0000 2019,1,1,0,False,https://twitter.com/mshmsh1996/status/1096005623446147077,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,13,depression,
1094380333640880134,و برضو برجع للسؤال الاول لو جت زى ما انا عايز هرتاح و ارجع طبيعى ؟ و لو مجتش هعرف اتعايش مع دا ولا هتبقى اكتئاب ؟ فدا خلانى عايش فى خرا و عدميه الله اعلم هتخلص امتى,2969552967,amr_atef45,Amr Atef,فَاقْضِ مَا أَنتَ قَاضٍ ۖ إِنَّمَا تَقْضِي هَٰذِهِ الْحَيَاةَ الدُّنْيَا,489,,9409,https://twitter.com/amr_atef45,Sat Feb 09 23:39:38 +0000 2019,0,3,1,False,https://twitter.com/amr_atef45/status/1094380333640880134,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,14,depression,
1030255640567078912,ايه الكلام مابقتش عارف اعيش و اتعايش مع الناس قشطة عالإكتئاب اللي عندي اكتئاب دحلاب كده,713356612677869569,adawyyjr,JR,انا اسمي الحقيقي چونيور,15493,"Domiat, Egypt",11575,https://twitter.com/adawyyjr,Fri Aug 17 00:51:00 +0000 2018,0,0,0,False,https://twitter.com/adawyyjr/status/1030255640567078912,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,32,depression,
1011746204630290437,اسباب مشاكلي ثابته وده مش لاني مش لاقيه حلول لا  .. لان الحلول مؤذيه جدا لغيري ف بقرر اتعايش مع مشاكلي مع اكتئاب كدا كل فتره لما اجيب اخري,3318678315,aya_fayeed,Aya Fayed,,429,,1895,https://twitter.com/aya_fayeed,Tue Jun 26 23:01:07 +0000 2018,0,1,0,False,https://twitter.com/aya_fayeed/status/1011746204630290437,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,11,depression,
1011613744768671744,انا اتعايش مع الاجواء هذي ، تحت ٢٥ اكتئاب سريع https://t.co/o9JOvBcYJw,3245623519,XITSFD,ْ,the bolter,78,,29316,https://twitter.com/XITSFD,Tue Jun 26 14:14:46 +0000 2018,0,0,0,False,https://twitter.com/XITSFD/status/1011613744768671744,"""أتعايش مع أكتئاب""",اتعايش مع,اكتئاب,22,depression,
